customerID,tenure,TenureBand,Contract,PaymentMethod,MonthlyCharges,ServiceCount,TechSupport,OnlineSecurity,InternetService,ChurnProbability,RiskLevel,ObservedRiskFactors
9497-QCMMS,1,0-12 months,Month-to-month,Electronic check,93.55,4,No,No,Fiber optic,0.9529061498112179,High,Month-to-month contract; Short customer tenure; No technical support
6892-EZDTG,4,0-12 months,Month-to-month,Electronic check,91.65,4,No,No,Fiber optic,0.9069268315269077,High,Month-to-month contract; Short customer tenure; No technical support
5229-PRWKT,8,0-12 months,Month-to-month,Electronic check,86.55,3,No,No,Fiber optic,0.9068935144453785,High,Month-to-month contract; Short customer tenure; No technical support
9025-AOMKI,6,0-12 months,Month-to-month,Bank transfer (automatic),93.55,4,No,No,Fiber optic,0.9068750922028821,High,Month-to-month contract; Short customer tenure; No technical support
8816-VXNZD,1,0-12 months,Month-to-month,Electronic check,75.1,2,No,No,Fiber optic,0.9066795349082547,High,Month-to-month contract; Short customer tenure; No technical support
1452-VOQCH,1,0-12 months,Month-to-month,Electronic check,75.1,2,No,No,Fiber optic,0.9066795349082547,High,Month-to-month contract; Short customer tenure; No technical support
0495-RVCBF,1,0-12 months,Month-to-month,Electronic check,79.7,2,No,No,Fiber optic,0.9064823062777805,High,Month-to-month contract; Short customer tenure; No technical support
9787-XVQIU,1,0-12 months,Month-to-month,Electronic check,75.3,2,No,No,Fiber optic,0.906300306813083,High,Month-to-month contract; Short customer tenure; No technical support
8087-LGYHQ,9,0-12 months,Month-to-month,Electronic check,94.05,4,No,No,Fiber optic,0.906298840134501,High,Month-to-month contract; Short customer tenure; No technical support
8740-CRYFY,1,0-12 months,Month-to-month,Electronic check,78.95,2,No,No,Fiber optic,0.9062618328218789,High,Month-to-month contract; Short customer tenure; No technical support
0195-IESCP,10,0-12 months,Month-to-month,Electronic check,85.25,3,No,No,Fiber optic,0.906087803059016,High,Month-to-month contract; Short customer tenure; No technical support
5960-WPXQM,1,0-12 months,Month-to-month,Electronic check,79.05,2,No,No,Fiber optic,0.9060716310903494,High,Month-to-month contract; Short customer tenure; No technical support
5834-ASPWA,1,0-12 months,Month-to-month,Electronic check,75.45,2,No,No,Fiber optic,0.906014979553744,High,Month-to-month contract; Short customer tenure; No technical support
9957-YODKZ,6,0-12 months,Month-to-month,Electronic check,80.8,3,No,No,Fiber optic,0.90589423173953,High,Month-to-month contract; Short customer tenure; No technical support
2027-FECZV,12,0-12 months,Month-to-month,Electronic check,106.7,6,No,No,Fiber optic,0.905816702576658,High,Month-to-month contract; Short customer tenure; No technical support
0318-QUUOB,1,0-12 months,Month-to-month,Electronic check,80.55,2,No,No,Fiber optic,0.9055547683849228,High,Month-to-month contract; Short customer tenure; No technical support
2514-GINMM,1,0-12 months,Month-to-month,Electronic check,79.5,2,No,No,Fiber optic,0.9052114366409326,High,Month-to-month contract; Short customer tenure; No technical support
0655-RBDUG,7,0-12 months,Month-to-month,Bank transfer (automatic),98.05,5,No,No,Fiber optic,0.905201640444446,High,Month-to-month contract; Short customer tenure; No technical support
1389-CXMLU,3,0-12 months,Month-to-month,Electronic check,91.05,4,No,No,Fiber optic,0.9051594839509735,High,Month-to-month contract; Short customer tenure; No technical support
1761-AEZZR,1,0-12 months,Month-to-month,Electronic check,79.55,2,No,No,Fiber optic,0.905115425318979,High,Month-to-month contract; Short customer tenure; No technical support
6979-ZNSFF,8,0-12 months,Month-to-month,Electronic check,87.05,3,No,No,Fiber optic,0.905077431370727,High,Month-to-month contract; Short customer tenure; No technical support
4952-YSOGZ,4,0-12 months,Month-to-month,Electronic check,85.95,3,No,No,Fiber optic,0.9049906786193802,High,Month-to-month contract; Short customer tenure; No technical support
4844-JJWUY,1,0-12 months,Month-to-month,Electronic check,86.0,3,No,No,Fiber optic,0.9049637406162477,High,Month-to-month contract; Short customer tenure; No technical support
8058-INTPH,1,0-12 months,Month-to-month,Electronic check,79.65,2,No,No,Fiber optic,0.9049231414795311,High,Month-to-month contract; Short customer tenure; No technical support
2691-NZETQ,9,0-12 months,Month-to-month,Electronic check,85.35,3,No,No,Fiber optic,0.9047591419276667,High,Month-to-month contract; Short customer tenure; No technical support
2215-ZAFGX,9,0-12 months,Month-to-month,Electronic check,85.5,3,No,No,Fiber optic,0.9047042735423314,High,Month-to-month contract; Short customer tenure; No technical support
9334-GWGOW,7,0-12 months,Month-to-month,Electronic check,74.85,2,No,No,Fiber optic,0.9046896360095098,High,Month-to-month contract; Short customer tenure; No technical support
6457-USBER,1,0-12 months,Month-to-month,Electronic check,80.8,2,No,No,Fiber optic,0.9043754303047169,High,Month-to-month contract; Short customer tenure; No technical support
9300-RENDD,1,0-12 months,Month-to-month,Electronic check,79.95,2,No,No,Fiber optic,0.9043441962039551,High,Month-to-month contract; Short customer tenure; No technical support
2202-CUYXZ,1,0-12 months,Month-to-month,Electronic check,84.85,3,No,No,Fiber optic,0.9042379843123196,High,Month-to-month contract; Short customer tenure; No technical support
8622-ZLFKO,6,0-12 months,Month-to-month,Electronic check,90.75,4,No,No,Fiber optic,0.9042372149751406,High,Month-to-month contract; Short customer tenure; No technical support
2077-MPJQO,7,0-12 months,Month-to-month,Electronic check,75.4,2,No,No,Fiber optic,0.9039624943139066,High,Month-to-month contract; Short customer tenure; No technical support
4614-NUVZD,1,0-12 months,Month-to-month,Electronic check,81.1,2,No,No,Fiber optic,0.903793504461512,High,Month-to-month contract; Short customer tenure; No technical support
5494-HECPR,1,0-12 months,Month-to-month,Electronic check,80.25,2,No,No,Fiber optic,0.9037621005114825,High,Month-to-month contract; Short customer tenure; No technical support
4060-LDNLU,7,0-12 months,Month-to-month,Electronic check,96.2,4,No,No,Fiber optic,0.9036577213561975,High,Month-to-month contract; Short customer tenure; No technical support
6229-LSCKB,6,0-12 months,Month-to-month,Electronic check,79.7,2,No,No,Fiber optic,0.9035981284208036,High,Month-to-month contract; Short customer tenure; No technical support
7249-WBIYX,10,0-12 months,Month-to-month,Electronic check,85.6,3,No,No,Fiber optic,0.9034467767276487,High,Month-to-month contract; Short customer tenure; No technical support
7330-WZLNC,5,0-12 months,Month-to-month,Electronic check,90.8,4,No,No,Fiber optic,0.9032719592743939,High,Month-to-month contract; Short customer tenure; No technical support
7439-DKZTW,1,0-12 months,Month-to-month,Electronic check,80.55,2,No,No,Fiber optic,0.9031768418310738,High,Month-to-month contract; Short customer tenure; No technical support
5597-GLBUC,1,0-12 months,Month-to-month,Electronic check,85.45,3,No,No,Fiber optic,0.9030694726902779,High,Month-to-month contract; Short customer tenure; No technical support
7817-BOQPW,2,0-12 months,Month-to-month,Electronic check,75.55,2,No,No,Fiber optic,0.9028756935945349,High,Month-to-month contract; Short customer tenure; No technical support
6328-ZPBGN,11,0-12 months,Month-to-month,Bank transfer (automatic),95.15,4,No,No,Fiber optic,0.9028701877593056,High,Month-to-month contract; Short customer tenure; No technical support
7209-JCUDS,10,0-12 months,Month-to-month,Electronic check,94.9,4,No,No,Fiber optic,0.9027506687299569,High,Month-to-month contract; Short customer tenure; No technical support
7074-IEVOJ,3,0-12 months,Month-to-month,Electronic check,79.4,3,No,No,Fiber optic,0.9027283901091623,High,Month-to-month contract; Short customer tenure; No technical support
2609-IAICY,1,0-12 months,Month-to-month,Electronic check,77.15,2,No,No,Fiber optic,0.9027264848984989,High,Month-to-month contract; Short customer tenure; No technical support
8086-OVPWV,2,0-12 months,Month-to-month,Electronic check,80.2,2,No,No,Fiber optic,0.9026466024254518,High,Month-to-month contract; Short customer tenure; No technical support
4112-LUEIZ,10,0-12 months,Month-to-month,Electronic check,89.5,3,No,No,Fiber optic,0.9025336607866898,High,Month-to-month contract; Short customer tenure; No technical support
3462-BJQQA,6,0-12 months,Month-to-month,Electronic check,89.75,4,No,No,Fiber optic,0.9023957722297553,High,Month-to-month contract; Short customer tenure; No technical support
6015-VVHHE,5,0-12 months,Month-to-month,Credit card (automatic),83.15,3,No,No,Fiber optic,0.9022379320014875,High,Month-to-month contract; Short customer tenure; No technical support
2004-OCQXK,1,0-12 months,Month-to-month,Electronic check,81.95,2,No,No,Fiber optic,0.9021274997686564,High,Month-to-month contract; Short customer tenure; No technical support
9306-CPCBC,3,0-12 months,Month-to-month,Electronic check,74.25,2,No,No,Fiber optic,0.9021047512222228,High,Month-to-month contract; Short customer tenure; No technical support
1618-CFHME,2,0-12 months,Month-to-month,Electronic check,75.9,2,No,No,Fiber optic,0.9020171850723949,High,Month-to-month contract; Short customer tenure; No technical support
0404-SWRVG,3,0-12 months,Month-to-month,Electronic check,74.4,2,No,No,Fiber optic,0.9019474983882556,High,Month-to-month contract; Short customer tenure; No technical support
7548-SEPYI,5,0-12 months,Month-to-month,Electronic check,96.25,4,No,No,Fiber optic,0.9017681711088591,High,Month-to-month contract; Short customer tenure; No technical support
1981-INRFU,2,0-12 months,Month-to-month,Electronic check,79.75,2,No,No,Fiber optic,0.9017074703316251,High,Month-to-month contract; Short customer tenure; No technical support
3519-ZKXGG,3,0-12 months,Month-to-month,Electronic check,75.85,2,No,No,Fiber optic,0.9016971574727831,High,Month-to-month contract; Short customer tenure; No technical support
5698-BQJOH,9,0-12 months,Month-to-month,Electronic check,94.4,4,No,No,Fiber optic,0.9014775244132417,High,Month-to-month contract; Short customer tenure; No technical support
8780-IXSTS,6,0-12 months,Month-to-month,Electronic check,90.1,4,No,No,Fiber optic,0.9014719394190307,High,Month-to-month contract; Short customer tenure; No technical support
4234-XTNEA,2,0-12 months,Month-to-month,Electronic check,79.95,2,No,No,Fiber optic,0.9013817735517108,High,Month-to-month contract; Short customer tenure; No technical support
2123-AGEEN,7,0-12 months,Month-to-month,Electronic check,84.35,3,No,No,Fiber optic,0.901100065582924,High,Month-to-month contract; Short customer tenure; No technical support
9878-TNQGW,2,0-12 months,Month-to-month,Electronic check,80.95,2,No,No,Fiber optic,0.9010836660549523,High,Month-to-month contract; Short customer tenure; No technical support
9837-BMCLM,3,0-12 months,Month-to-month,Electronic check,78.5,2,No,No,Fiber optic,0.9010750665080244,High,Month-to-month contract; Short customer tenure; No technical support
1173-XZPYF,11,0-12 months,Month-to-month,Electronic check,89.2,4,No,No,Fiber optic,0.9010694310055498,High,Month-to-month contract; Short customer tenure; No technical support
0637-KVDLV,2,0-12 months,Month-to-month,Electronic check,76.5,2,No,No,Fiber optic,0.9009608390658213,High,Month-to-month contract; Short customer tenure; No technical support
0220-EBGCE,2,0-12 months,Month-to-month,Electronic check,85.85,3,No,No,Fiber optic,0.9009097962617536,High,Month-to-month contract; Short customer tenure; No technical support
4090-KPJIP,3,0-12 months,Month-to-month,Electronic check,74.95,2,No,No,Fiber optic,0.9007235261592904,High,Month-to-month contract; Short customer tenure; No technical support
7341-LXCAF,4,0-12 months,Month-to-month,Electronic check,74.65,2,No,No,Fiber optic,0.9007231947216967,High,Month-to-month contract; Short customer tenure; No technical support
0094-OIFMO,11,0-12 months,Month-to-month,Electronic check,95.0,4,No,No,Fiber optic,0.9006976039838104,High,Month-to-month contract; Short customer tenure; No technical support
4529-CKBCL,2,0-12 months,Month-to-month,Electronic check,80.2,2,No,No,Fiber optic,0.9006722566904712,High,Month-to-month contract; Short customer tenure; No technical support
9689-PTNPG,2,0-12 months,Month-to-month,Electronic check,80.25,2,No,No,Fiber optic,0.9005607001247808,High,Month-to-month contract; Short customer tenure; No technical support
7120-RFMVS,1,0-12 months,Month-to-month,Electronic check,84.5,3,No,No,Fiber optic,0.9003969617339713,High,Month-to-month contract; Short customer tenure; No technical support
5644-PDMZC,2,0-12 months,Month-to-month,Electronic check,89.5,4,No,No,Fiber optic,0.8999506164896977,High,Month-to-month contract; Short customer tenure; No technical support
6210-KBBPI,9,0-12 months,Month-to-month,Credit card (automatic),99.45,5,No,No,Fiber optic,0.8999154766286583,High,Month-to-month contract; Short customer tenure; No technical support
9061-TIHDA,13,13-24 months,Month-to-month,Electronic check,95.25,4,No,No,Fiber optic,0.899864972504195,High,Month-to-month contract; No technical support; No online security
7760-OYPDY,2,0-12 months,Month-to-month,Electronic check,80.65,2,No,No,Fiber optic,0.899750596103665,High,Month-to-month contract; Short customer tenure; No technical support
1320-HTRDR,3,0-12 months,Month-to-month,Electronic check,75.5,2,No,No,Fiber optic,0.8996749322395547,High,Month-to-month contract; Short customer tenure; No technical support
3006-XIMLN,2,0-12 months,Month-to-month,Bank transfer (automatic),94.2,4,No,No,Fiber optic,0.8995328571219217,High,Month-to-month contract; Short customer tenure; No technical support
2645-QTLMB,7,0-12 months,Month-to-month,Electronic check,94.25,4,No,No,Fiber optic,0.8995008969272285,High,Month-to-month contract; Short customer tenure; No technical support
5052-PNLOS,3,0-12 months,Month-to-month,Bank transfer (automatic),105.35,6,No,No,Fiber optic,0.8994004794767295,High,Month-to-month contract; Short customer tenure; No technical support
9124-LHCJQ,1,0-12 months,Month-to-month,Mailed check,85.45,3,No,No,Fiber optic,0.8993225091644449,High,Month-to-month contract; Short customer tenure; No technical support
1678-FYZOW,3,0-12 months,Month-to-month,Electronic check,79.4,2,No,No,Fiber optic,0.8992786621359231,High,Month-to-month contract; Short customer tenure; No technical support
9223-UCPVT,1,0-12 months,Month-to-month,Electronic check,94.4,4,No,No,Fiber optic,0.8992699800722423,High,Month-to-month contract; Short customer tenure; No technical support
4581-SSPWD,3,0-12 months,Month-to-month,Electronic check,75.8,2,No,No,Fiber optic,0.8992576202905973,High,Month-to-month contract; Short customer tenure; No technical support
7503-ZGUZJ,1,0-12 months,Month-to-month,Mailed check,84.65,3,No,No,Fiber optic,0.8991884670554129,High,Month-to-month contract; Short customer tenure; No technical support
2789-HQBOU,3,0-12 months,Month-to-month,Electronic check,80.35,2,No,No,Fiber optic,0.8991699911256703,High,Month-to-month contract; Short customer tenure; No technical support
0334-GDDSO,3,0-12 months,Month-to-month,Electronic check,81.35,3,No,No,Fiber optic,0.899030437758487,High,Month-to-month contract; Short customer tenure; No technical support
